fuente,L,arm,p,seed,primaria,ber_test,ber_test_final,ber_test_bnfix,ber_val,mejor_step,ber_top90,ber_top50,ber_tapados
lowdim,70,stacked_rbm,0.1,2,False,0.11338460445404053,0.1132998988032341,0.11344850063323975,0.11330699920654297,27000,0.07831878215074539,0.008874000050127506,0.14673909783006472
lowdim,70,stacked_rbm,0.25,2,False,0.11696019768714905,0.11695360392332077,0.11713120341300964,0.11704470217227936,27750,0.08198311179876328,0.010018800385296345,0.15257513004141726
lowdim,35,ladder_random,0.0,2,False,0.266745001077652,0.26673170924186707,nan,0.2663339078426361,28500,0.24330933392047882,0.14698059856891632,nan
lowdim,35,ladder_random,0.1,2,False,0.25114279985427856,0.2511449158191681,0.251088410615921,0.2509250044822693,29250,0.22634433209896088,0.12776720523834229,0.27006405218563334
lowdim,35,ladder_random,0.25,2,False,0.2590138018131256,0.2589775025844574,0.2590143084526062,0.25849100947380066,28500,0.2348448932170868,0.13713079690933228,0.27482986122915887
lowdim,35,stacked_rbm,0.0,2,False,0.1905324012041092,0.19658130407333374,nan,0.19022859632968903,5250,0.16028045117855072,0.059578802436590195,nan
lowdim,35,stacked_rbm,0.1,2,False,0.1908809095621109,0.19417600333690643,0.18977920711040497,0.19052700698375702,5250,0.16065244376659393,0.0601034015417099,0.21677555338248733
lowdim,35,stacked_rbm,0.25,2,False,0.19014820456504822,0.19057750701904297,0.19051560759544373,0.19014869630336761,27750,0.15994833409786224,0.06020120158791542,0.2231368729663842
lowdim,250,ladder_random,0.0,3,False,0.038561899214982986,0.03856860101222992,nan,0.03857770189642906,29250,0.010394667275249958,5.740000051446259e-05,nan
lowdim,250,ladder_random,0.1,3,False,0.034797199070453644,0.03483489900827408,0.03481680154800415,0.034711699932813644,28500,0.007896333932876587,1.2600000445672777e-05,0.11380924546494607
lowdim,250,ladder_random,0.25,3,False,0.039994802325963974,0.03999419882893562,0.03998279944062233,0.03989339992403984,26250,0.01098155602812767,2.7399999453336932e-05,0.10785962672911308
